,scenario,seed,model,rmse,calib_err,width_mean,width_median,width_std,width_p90,mean_containment
14,linear_gaussian,0,SVR(RBF) CVAP - 10,2.474308543975552,1.4628847755468706,0.3557366701681039,0.378412742179427,0.06246679253792617,0.41859625133605416,0.55
15,linear_gaussian,0,RandomForest,2.0637449643485004,0.854264412884586,,,,,
16,linear_gaussian,0,RandomForest CVAP - 1,2.4330456502714117,1.14537913992296,0.6146624954046679,0.562560763932413,0.12493741049048435,0.7883208672513111,0.575
17,linear_gaussian,0,RandomForest CVAP - 10,2.7103132248514235,1.4558228722542748,0.33032330278175154,0.33336586334417295,0.04023233747412158,0.3813901936592324,0.33
18,linear_gaussian,0,GradientBoosting,1.6229315963074014,0.6369281893149596,,,,,
19,linear_gaussian,0,GradientBoosting CVAP - 1,2.2082059762091917,1.1465457374025139,0.6551625232583208,0.6209272448241673,0.11300508973875531,0.8315485318661486,0.715
20,linear_gaussian,0,GradientBoosting CVAP - 10,2.524129476565384,1.4508072749198806,0.3509420837836714,0.35743480383389203,0.05303749028912421,0.41395906635444263,0.385
21,nonlinear_sine,0,LinearRegression,1.4705266906129348,0.3152227123388822,,,,,
22,nonlinear_sine,0,LinearRegression CVAP - 1,2.428644968499832,1.364475651070465,0.6408900775539683,0.6127957063793044,0.11432511521638539,0.798635865151176,0.715
23,nonlinear_sine,0,LinearRegression CVAP - 10,2.791905070133164,1.6621992810685828,0.36285052195784984,0.37399649607386953,0.06308471371887621,0.4336100012153513,0.47
24,nonlinear_sine,0,Ridge,1.471103657327521,0.3165259960346741,,,,,
25,nonlinear_sine,0,Ridge CVAP - 1,2.4283632407724673,1.364377385235889,0.6408517451160813,0.6127957063793044,0.11418497491170489,0.7987234934372879,0.715
26,nonlinear_sine,0,Ridge CVAP - 10,2.7917114969456693,1.6621520105940668,0.3628301468641971,0.3748313577273619,0.06311472736744776,0.4336100012153513,0.47
27,nonlinear_sine,0,Lasso,3.3666977236057694,1.6323325271013331,,,,,
28,nonlinear_sine,0,Lasso CVAP - 1,3.153761791861127,1.312738287501555,0.5648948527871598,0.5014279079849066,0.15717959571192108,0.801697888049989,0.345
29,nonlinear_sine,0,Lasso CVAP - 10,3.400137631159567,1.6111780794424562,0.3145421124814194,0.31764215260299467,0.04842935178974275,0.37317926229631393,0.175
30,nonlinear_sine,0,ElasticNet,3.0048632720907364,1.9134312342967483,,,,,
31,nonlinear_sine,0,ElasticNet CVAP - 1,2.5734645639306826,1.3037647329019442,0.6172808980150596,0.5662610746190757,0.11934631580813165,0.7851088930343155,0.57
32,nonlinear_sine,0,ElasticNet CVAP - 10,2.9199074959168865,1.598780433373732,0.3479021290231011,0.3512922228955446,0.047374271404555704,0.40813688849676744,0.35
33,nonlinear_sine,0,SVR(RBF),2.0095535478676614,0.7520180604352538,,,,,
34,nonlinear_sine,0,SVR(RBF) CVAP - 1,2.4808179421360688,1.3144218233867524,0.6222096012155198,0.6056085276803286,0.0718956670356851,0.6941725674864256,0.75
35,nonlinear_sine,0,SVR(RBF) CVAP - 10,2.8242961259295853,1.6445735334442297,0.3606002132579134,0.37371990713270675,0.05459622486241076,0.42373242104852704,0.54
36,nonlinear_sine,0,RandomForest,2.3953430358541548,0.8844440976846609,,,,,
37,nonlinear_sine,0,RandomForest CVAP - 1,2.7509902543710854,1.2052791457978056,0.5928296680787233,0.571918521992844,0.12523800028560927,0.8203810073262833,0.52
38,nonlinear_sine,0,RandomForest CVAP - 10,3.0524069290032356,1.5666231213344664,0.33239760599694107,0.32683475633107645,0.048952412028007326,0.39785563597529333,0.3
39,nonlinear_sine,0,GradientBoosting,1.8040783565667466,0.663518489565251,,,,,
40,nonlinear_sine,0,GradientBoosting CVAP - 1,2.4931970811968345,1.3061237942107975,0.6288483884100708,0.6041922069983353,0.09612627670651419,0.768014557375486,0.66
41,nonlinear_sine,0,GradientBoosting CVAP - 10,2.8380265161917086,1.6524107020275474,0.36072087113169693,0.37718522648020497,0.06406680640116325,0.4312767006203718,0.385
42,heteroscedastic,0,LinearRegression,1.3122832543348553,0.2040914967586914,,,,,
43,heteroscedastic,0,LinearRegression CVAP - 1,2.1820301281888503,1.1879130720651818,0.6577380752113868,0.628331901389067,0.13523029736466075,0.7874876130522392,0.93
44,heteroscedastic,0,LinearRegression CVAP - 10,2.5127872115524323,1.4874636889335595,0.351170979446514,0.36457572526707244,0.05966028867065739,0.4159268874073828,0.67
45,heteroscedastic,0,Ridge,1.312812530118121,0.20397429720340887,,,,,
46,heteroscedastic,0,Ridge CVAP - 1,2.1819241065977937,1.1879880186513883,0.6577578399980094,0.6294334770214447,0.13515595954832316,0.7874876130522392,0.93
47,heteroscedastic,0,Ridge CVAP - 10,2.512676442936496,1.4873603782439027,0.35130249512254663,0.3657182469147684,0.059698727583605095,0.4159268874073828,0.67
48,heteroscedastic,0,Lasso,3.1312880495869204,1.5619921320466363,,,,,
49,heteroscedastic,0,Lasso CVAP - 1,2.9532826800186163,1.1131635478356325,0.5523573310138784,0.4990792497358363,0.17222450165478204,0.826240876550382,0.38
50,heteroscedastic,0,Lasso CVAP - 10,3.1738351213992635,1.4584566974640485,0.2980783900468684,0.30579916187466427,0.05147887290689342,0.36089131813704173,0.185
51,heteroscedastic,0,ElasticNet,2.8025910003721886,1.7191127864332434,,,,,
52,heteroscedastic,0,ElasticNet CVAP - 1,2.4018213883626713,1.0885664610810386,0.6067504802169794,0.567846904820929,0.14915977855291945,0.798845636258582,0.625
53,heteroscedastic,0,ElasticNet CVAP - 10,2.692247532822947,1.412739809315301,0.31951669140468686,0.31978379084734065,0.04809298620700429,0.386897912886596,0.37
54,heteroscedastic,0,SVR(RBF),2.021951120281482,0.6735664748723578,,,,,
55,heteroscedastic,0,SVR(RBF) CVAP - 1,2.3431966883856155,1.0835863329340896,0.6120905259536832,0.603957730557962,0.09786078377570141,0.6987552395599902,0.825
56,heteroscedastic,0,SVR(RBF) CVAP - 10,2.662851158006036,1.442689107718348,0.3358259117912249,0.33735441003183914,0.043246865672977246,0.3938516159995821,0.515
57,heteroscedastic,0,RandomForest,2.285307864373658,0.6437741302529651,,,,,
58,heteroscedastic,0,RandomForest CVAP - 1,2.62622352912956,1.0264030356746001,0.5757296925820026,0.5393343536600705,0.1280921867068903,0.7748355107287889,0.5
59,heteroscedastic,0,RandomForest CVAP - 10,2.886109695138178,1.390451300599548,0.30674918932001666,0.3018045162502475,0.04128023937593701,0.36741221571784505,0.26
60,heteroscedastic,0,GradientBoosting,1.906879811576496,0.558602470091204,,,,,
61,heteroscedastic,0,GradientBoosting CVAP - 1,2.4263635259358773,1.0408306690644629,0.6273035473364333,0.5986959675827328,0.1273281000904526,0.8309188902090169,0.71
62,heteroscedastic,0,GradientBoosting CVAP - 10,2.7185365637604244,1.4029955547672572,0.33886549952173795,0.3363785408253912,0.04660324073176945,0.4078405880181866,0.42
63,heavy_tailed,0,LinearRegression,1.5153107081976065,0.2671372934618702,,,,,
64,heavy_tailed,0,LinearRegression CVAP - 1,2.293406632796366,1.4226284059375753,0.6574773703671114,0.65933375987216,0.12925950085208482,0.8268645203033842,0.94
65,heavy_tailed,0,LinearRegression CVAP - 10,2.6168123294474657,1.7223419041930648,0.3531589939500217,0.3533876953310833,0.0586885391711021,0.42504742073843704,0.63
66,heavy_tailed,0,Ridge,1.5156553219998699,0.27043527668418266,,,,,
67,heavy_tailed,0,Ridge CVAP - 1,2.2933297125917353,1.4226018782054741,0.657490616272423,0.65933375987216,0.12926896763272736,0.8268645203033842,0.94
68,heavy_tailed,0,Ridge CVAP - 10,2.616770062876909,1.7222553044660796,0.35315983043268306,0.3533876953310833,0.05865065688355685,0.42596742327793685,0.63
69,heavy_tailed,0,Lasso,3.4179187807792517,1.6519239832245673,,,,,
70,heavy_tailed,0,Lasso CVAP - 1,3.185877431419105,1.2312165774226647,0.5379052677782054,0.5247375982924479,0.17175218996477223,0.8001146113492875,0.33
71,heavy_tailed,0,Lasso CVAP - 10,3.3991735660207785,1.5197189204304824,0.29597784030582436,0.29738696872458914,0.06628979208226068,0.39028905035011374,0.12
72,heavy_tailed,0,ElasticNet,3.029975597510293,1.9513046259184523,,,,,
73,heavy_tailed,0,ElasticNet CVAP - 1,2.5644614270869104,1.4062908046871658,0.6213052414403397,0.5431173718781096,0.1590043746287866,0.8722496991388239,0.6
74,heavy_tailed,0,ElasticNet CVAP - 10,2.8617153312725776,1.6728010198356387,0.33599907099277215,0.3348814524311925,0.053502497664082306,0.4138743392026524,0.295
75,heavy_tailed,0,SVR(RBF),2.0824108729755553,0.7177775039897962,,,,,
76,heavy_tailed,0,SVR(RBF) CVAP - 1,2.4453894170938044,1.2394770413119676,0.6110919984598207,0.6023054732900917,0.10754929526234919,0.7581177150374666,0.76
77,heavy_tailed,0,SVR(RBF) CVAP - 10,2.7668871790184255,1.6052274900996129,0.33086445499355605,0.3226208768352563,0.04373741867738657,0.39620326095393127,0.485
78,heavy_tailed,0,RandomForest,2.326311989321446,0.9610313904342169,,,,,
79,heavy_tailed,0,RandomForest CVAP - 1,2.7310654052068752,1.441925111249525,0.5806592873863763,0.5649246840549496,0.1344681699977388,0.749949766743278,0.47
80,heavy_tailed,0,RandomForest CVAP - 10,3.015730638510105,1.7468909123028884,0.3203305519837854,0.3214548744974698,0.04326701501516859,0.38076080062401246,0.245
81,heavy_tailed,0,GradientBoosting,2.1312440278046023,0.7158521158881205,,,,,
82,heavy_tailed,0,GradientBoosting CVAP - 1,2.5575204236508537,1.3725582752020353,0.615914303366691,0.5938802601289842,0.1332184744662218,0.7845157200275573,0.655
83,heavy_tailed,0,GradientBoosting CVAP - 10,2.85717582898814,1.6791545836586412,0.337866568654064,0.3340134974295368,0.05138354420945428,0.41027339989119904,0.285
84,outliers,0,LinearRegression,1.360936902362558,0.2861055797819228,,,,,
85,outliers,0,LinearRegression CVAP - 1,2.0832618806425076,1.2704361029412172,0.6878257814863056,0.6296027839049995,0.1467725101099631,0.9199634351920892,0.925
86,outliers,0,LinearRegression CVAP - 10,2.3839479730723667,1.5432155921528095,0.35036074693455005,0.36659811148862786,0.05552501314995716,0.4003044682540832,0.555
87,outliers,0,Ridge,1.361080901442623,0.28676052481327224,,,,,
88,outliers,0,Ridge CVAP - 1,2.0833823098159696,1.2706720812627474,0.6879977286438802,0.6296027839049995,0.14662934450795556,0.9199634351920892,0.925
89,outliers,0,Ridge CVAP - 10,2.3840972437922887,1.5434576364786214,0.3504970934518554,0.36660111338732937,0.05560338323970688,0.4003044682540832,0.555
90,outliers,0,Lasso,3.1142942677741945,1.7204037704418376,,,,,
91,outliers,0,Lasso CVAP - 1,2.857922521092249,1.2620851943630915,0.5488543261126602,0.5128216400790212,0.16191207746684042,0.7479634869513637,0.365
92,outliers,0,Lasso CVAP - 10,3.0830553064380486,1.5498612494455482,0.2945487735704065,0.2870716068190576,0.04943074967887442,0.36542620080187077,0.16
93,outliers,0,ElasticNet,2.758765469163235,1.8041733115960064,,,,,
94,outliers,0,ElasticNet CVAP - 1,2.3112649534592213,1.2319400125760709,0.6329750895295159,0.5965171430546683,0.13669369134234494,0.834827758556553,0.58
95,outliers,0,ElasticNet CVAP - 10,2.6073690194152324,1.5034546534818012,0.3321484873147261,0.33925550348270417,0.038596501653966546,0.379819709521131,0.285
96,outliers,0,SVR(RBF),1.8841206656670828,0.5940999792815747,,,,,
97,outliers,0,SVR(RBF) CVAP - 1,2.217143649199283,1.107767367229331,0.6370244917395786,0.6184848802628267,0.1004133648455074,0.805549357541671,0.8
98,outliers,0,SVR(RBF) CVAP - 10,2.512604901856231,1.4960113330404865,0.33448194806937176,0.33692253400331695,0.049932052796575546,0.3978543486074702,0.465
99,outliers,0,RandomForest,2.2157404168747217,0.7371093193975949,,,,,
100,outliers,0,RandomForest CVAP - 1,2.5167993472549153,1.159060528867887,0.5952959307229898,0.5653585791781651,0.13186636657160294,0.7861131421628917,0.49
101,outliers,0,RandomForest CVAP - 10,2.7809013013729005,1.4282563891985434,0.31752431769704187,0.3173438834671515,0.04014877896290698,0.371861137308813,0.26
102,outliers,0,GradientBoosting,1.9209645385239282,0.663690970509169,,,,,
103,outliers,0,GradientBoosting CVAP - 1,2.385984014185287,1.1242128316976363,0.6259512581433726,0.6053136180419458,0.12526795968236867,0.8445191574823465,0.61
104,outliers,0,GradientBoosting CVAP - 10,2.6466257143041054,1.3641139936891975,0.3181656329692914,0.3061033774071821,0.04601090984932363,0.3864423898737055,0.31
105,sparse_highdim,0,LinearRegression,1.0438850426692141,0.12733765282406606,,,,,
106,sparse_highdim,0,LinearRegression CVAP - 1,1.152603890785965,0.36546205314201446,0.529368144180224,0.4818203195498803,0.15827577581973076,0.7223981012156633,0.935
107,sparse_highdim,0,LinearRegression CVAP - 10,1.2221859267927115,0.4714561026587867,0.2926522566897333,0.2915564800616059,0.041668167411008934,0.34698058779439483,0.495
108,sparse_highdim,0,Ridge,1.0439094313042094,0.12716010080455784,,,,,
109,sparse_highdim,0,Ridge CVAP - 1,1.1525178949032882,0.3654272581201397,0.5293836187205828,0.4818203195498803,0.1581605087362242,0.7223981012156633,0.935
110,sparse_highdim,0,Ridge CVAP - 10,1.222069087238236,0.4714195204663941,0.29281457522317855,0.29246582133930693,0.041693859508081854,0.34698058779439483,0.495
111,sparse_highdim,0,Lasso,1.49808036401895,0.8687627425242137,,,,,
112,sparse_highdim,0,Lasso CVAP - 1,1.1651950514873215,0.3651822396893937,0.5254545133881967,0.4967200451766913,0.12985845164544307,0.729120392583709,0.9
113,sparse_highdim,0,Lasso CVAP - 10,1.232902438353448,0.491644644718818,0.3027446052896901,0.303961791118021,0.037784664516646096,0.3542733437121532,0.52
114,sparse_highdim,0,ElasticNet,1.3190430537635702,0.6666996123971758,,,,,
115,sparse_highdim,0,ElasticNet CVAP - 1,1.1544149887914659,0.31910014925657715,0.5379209632914912,0.50317981700428,0.14528594891177107,0.7572376446357942,0.935
116,sparse_highdim,0,ElasticNet CVAP - 10,1.223579817826228,0.4444183563444112,0.3065778871514448,0.30751854042753346,0.04310755027997242,0.3630224915403994,0.56
117,sparse_highdim,0,SVR(RBF),1.1329415456213245,0.1375294161954566,,,,,
118,sparse_highdim,0,SVR(RBF) CVAP - 1,1.1911185349480413,0.3000916403830201,0.5110600272885213,0.48747992649904276,0.10797105100988497,0.6429254923630252,0.625
119,sparse_highdim,0,SVR(RBF) CVAP - 10,1.2599102091365182,0.445493645380178,0.2861834606266594,0.28315649812169597,0.0445253177051145,0.33532767387265394,0.36
120,sparse_highdim,0,RandomForest,1.1160102036621589,0.202156753458779,,,,,
121,sparse_highdim,0,RandomForest CVAP - 1,1.180215654438763,0.3404184638639788,0.5342388594628986,0.491946136923361,0.14892325643283982,0.7802885324522217,0.7
122,sparse_highdim,0,RandomForest CVAP - 10,1.2505191253574264,0.4476683178667232,0.3070040745451071,0.30180484943984176,0.048178709726729635,0.37778044978448,0.405
123,sparse_highdim,0,GradientBoosting,1.0564762007120267,0.1472753413350642,,,,,
124,sparse_highdim,0,GradientBoosting CVAP - 1,1.1645327443414613,0.30654748771321527,0.4992736453750034,0.4582953208891565,0.13606002168487324,0.6985926003767129,0.73
125,sparse_highdim,0,GradientBoosting CVAP - 10,1.2318162273702105,0.4341381599632113,0.2788366038938718,0.2753569614467193,0.04797770030407546,0.3569166030121598,0.4
126,covariate_shift,0,LinearRegression,0.9432672238834546,0.21361211693582885,,,,,
127,covariate_shift,0,LinearRegression CVAP - 1,2.743861433279735,2.020245627672575,0.7620876167093137,0.8007313013877757,0.12767032871584652,0.9077927607068508,0.75
128,covariate_shift,0,LinearRegression CVAP - 10,3.3260949286147876,2.5546932619933806,0.3050981975313982,0.2971829999290889,0.08500531431639394,0.42147887438553583,0.23
129,covariate_shift,0,Ridge,0.9443543223183994,0.21789803833371274,,,,,
130,covariate_shift,0,Ridge CVAP - 1,2.7438312150183832,2.0201955590036427,0.7619474484919263,0.8007313013877757,0.12782148216708167,0.9077927607068508,0.75
131,covariate_shift,0,Ridge CVAP - 10,3.3260384999687513,2.5545766733624418,0.3049809701991067,0.2971829999290889,0.0848971252007017,0.42147887438553583,0.23
132,covariate_shift,0,Lasso,4.632732757026697,3.7611139596595704,,,,,
133,covariate_shift,0,Lasso CVAP - 1,3.8046388674022564,3.0465558933634984,0.6075805314945566,0.5703717307936903,0.17439329154456282,0.9630561122290442,0.14
134,covariate_shift,0,Lasso CVAP - 10,4.152423682392187,3.367470260992751,0.32376140754999005,0.3312352775640871,0.04044408876763358,0.3671750519825962,0.08
135,covariate_shift,0,ElasticNet,3.7588230168275687,3.0346067870500977,,,,,
136,covariate_shift,0,ElasticNet CVAP - 1,3.1341687348042058,2.364655463312738,0.6963048271636564,0.6194004952403047,0.17101255722045633,0.9449404281910362,0.245
137,covariate_shift,0,ElasticNet CVAP - 10,3.6037971251344594,2.795696522573291,0.31504137029964135,0.31831069734177203,0.04834187148856558,0.3819516855042656,0.11
138,covariate_shift,0,SVR(RBF),3.41552893894546,2.3841091968751176,,,,,
139,covariate_shift,0,SVR(RBF) CVAP - 1,3.7034816991943638,2.7907505208993095,0.6269289443684463,0.592978374916015,0.10648407500476104,0.8262657915781723,0.29
140,covariate_shift,0,SVR(RBF) CVAP - 10,4.005984333581446,3.1383606555148793,0.3437632241637344,0.3350864929422927,0.03872875753562505,0.397032069669692,0.14
141,covariate_shift,0,RandomForest,2.782990826466769,1.8754111516980196,,,,,
142,covariate_shift,0,RandomForest CVAP - 1,3.387173617811503,2.435386691208689,0.6815030359527731,0.6346432743046027,0.158972357346848,0.9458769416001305,0.295
143,covariate_shift,0,RandomForest CVAP - 10,3.806834559130298,2.859197778029853,0.33323611865822017,0.3347255690790506,0.03407765814090657,0.3773963092650049,0.125
144,covariate_shift,0,GradientBoosting,1.9698778503091197,1.1161467554943756,,,,,
145,covariate_shift,0,GradientBoosting CVAP - 1,3.0397502349025247,2.200343903170245,0.7237298069214918,0.6996379963627313,0.1545945179036243,0.9363220861207378,0.425
146,covariate_shift,0,GradientBoosting CVAP - 10,3.550250306916495,2.6937261776037102,0.32269745469772915,0.3282221263146266,0.04308207535792314,0.3762247328142844,0.145
147,bounded_logistic,0,LinearRegression,1.8169380505273056,1.3421424527625134,,,,,
148,bounded_logistic,0,LinearRegression CVAP - 1,1.4447619046519726,1.0650490044413892,0.5019871400953209,0.4756876266011567,0.17595858903606998,0.7563206865130545,0.96
149,bounded_logistic,0,LinearRegression CVAP - 10,1.5665180255153777,1.2110976535436033,0.40565954615638977,0.3832729637539203,0.17523091972164317,0.6631127589003819,0.41
150,bounded_logistic,0,Ridge,1.816827508404987,1.3424887265845753,,,,,
151,bounded_logistic,0,Ridge CVAP - 1,1.4448621500532732,1.0649684234401409,0.5020218907549823,0.4756876266011567,0.17575402714516644,0.7516982629810451,0.96
152,bounded_logistic,0,Ridge CVAP - 10,1.5667801220908968,1.210958792355616,0.40560150623719965,0.3854031740603615,0.17494239626875469,0.6566176529453844,0.41
153,bounded_logistic,0,Lasso,3.1641023091668194,1.8194368641861807,,,,,
154,bounded_logistic,0,Lasso CVAP - 1,2.799423009374887,1.0259421391563373,0.4056430852295855,0.39958741331148506,0.06603526607451478,0.4933196749841384,0.295
155,bounded_logistic,0,Lasso CVAP - 10,2.849075319197612,1.1380604372543848,0.32522147263175455,0.31765218291210984,0.05310634759254707,0.4107552856508267,0.105
156,bounded_logistic,0,ElasticNet,2.829069296378624,2.152611790168362,,,,,
157,bounded_logistic,0,ElasticNet CVAP - 1,1.871582375359572,0.9098951061395407,0.4266834969453889,0.43139363693097293,0.09830850065624458,0.5523989038300947,0.505
158,bounded_logistic,0,ElasticNet CVAP - 10,1.9594618491782467,1.056002968827992,0.33655627629838913,0.3503479791277968,0.09787994326693462,0.459618813111092,0.155
159,bounded_logistic,0,SVR(RBF),1.7703385580130637,1.128623335891628,,,,,
160,bounded_logistic,0,SVR(RBF) CVAP - 1,1.6012649253234903,0.9930970931005769,0.4691953896108428,0.4064017873891396,0.1536074653713989,0.6910544299997716,0.675
161,bounded_logistic,0,SVR(RBF) CVAP - 10,1.7048682268310777,1.1412603180438654,0.3763081092377139,0.32659026797363966,0.15086141346574217,0.5920572561213368,0.34
162,bounded_logistic,0,RandomForest,2.150760205070247,0.918625819031092,,,,,
163,bounded_logistic,0,RandomForest CVAP - 1,2.196705019059946,0.939892358172477,0.4171483058603995,0.409351552386646,0.07555172549046514,0.53091813338019,0.43
164,bounded_logistic,0,RandomForest CVAP - 10,2.2664959388510613,1.0533515203088262,0.33339760097782417,0.32703705878420947,0.0748905120656614,0.44493306569695723,0.155
165,bounded_logistic,0,GradientBoosting,1.931408486710385,0.9057005971524911,,,,,
166,bounded_logistic,0,GradientBoosting CVAP - 1,1.863370973335696,0.9106620202187056,0.45057569939971787,0.4015145055352022,0.12034623324905797,0.650058297172935,0.6
167,bounded_logistic,0,GradientBoosting CVAP - 10,1.951450835262102,1.052872947926835,0.356991612193606,0.3137747936489837,0.11801609241404876,0.5463480489957813,0.22
168,friedman1,0,LinearRegression,2.446619100930121,0.2939132140407973,,,,,
169,friedman1,0,LinearRegression CVAP - 1,2.722106422958972,0.9309400568894526,0.5598186867331019,0.5559979201858519,0.0834718781130335,0.6645038659055963,
170,friedman1,0,LinearRegression CVAP - 10,2.9377682245675714,1.1997244584272555,0.33552790330544624,0.34245458498584413,0.04313478374196697,0.3900643665256545,
171,friedman1,0,Ridge,2.44632317732112,0.29349918651998064,,,,,
172,friedman1,0,Ridge CVAP - 1,2.7219605278348085,0.9305093057922018,0.5599736013292561,0.5568162798263216,0.08335585922264868,0.6645038659055963,
173,friedman1,0,Ridge CVAP - 10,2.937440440200758,1.1992809930622816,0.335742881742554,0.34245458498584413,0.043450111607211676,0.39126501913907247,
174,friedman1,0,Lasso,2.9799359961575935,1.164836466376213,,,,,
175,friedman1,0,Lasso CVAP - 1,2.839733314923798,0.8847385143810176,0.5419923392149906,0.5282542016732542,0.10988813593892878,0.6888217081028868,
176,friedman1,0,Lasso CVAP - 10,3.0606905697641653,1.2029481511512015,0.32775567491404656,0.31693550746492405,0.058061644867079445,0.41428058110962035,
177,friedman1,0,ElasticNet,3.0476683691193713,1.4436941579036666,,,,,
178,friedman1,0,ElasticNet CVAP - 1,2.7254862389436,0.8387341630845047,0.5494731974900676,0.5357637948645018,0.10247908862045281,0.6970528533459925,
179,friedman1,0,ElasticNet CVAP - 10,2.9469243569155332,1.181833132320251,0.32742287335402204,0.33024302764210456,0.05202724676883058,0.3966076367832354,
180,friedman1,0,SVR(RBF),2.0796557294057076,0.4706860908227095,,,,,
181,friedman1,0,SVR(RBF) CVAP - 1,2.4098864540549245,1.0052501804794578,0.6061641874184112,0.6075465175389317,0.05725744462147738,0.683470337576898,
182,friedman1,0,SVR(RBF) CVAP - 10,2.6624783834658907,1.3276254401544532,0.3676095323786622,0.37820588715419606,0.04988729378238073,0.4258931768952529,
183,friedman1,0,RandomForest,1.9182440221579489,0.39477324461889324,,,,,
184,friedman1,0,RandomForest CVAP - 1,2.405821649800948,1.0283300290339699,0.5886413939512236,0.5804220552249131,0.08688536404096585,0.7216091302653465,
185,friedman1,0,RandomForest CVAP - 10,2.676681542281959,1.3040540306797013,0.35659546219398536,0.3553486773658541,0.05804809224220223,0.4210074967568752,
186,friedman1,0,GradientBoosting,1.4705427643220332,0.2845556004689137,,,,,
187,friedman1,0,GradientBoosting CVAP - 1,2.1317682896843535,1.1022690342391797,0.6290150597341803,0.6180380851820574,0.06653829821890513,0.7051099915248238,
188,friedman1,0,GradientBoosting CVAP - 10,2.434081855801439,1.3746095879921958,0.3847616500805165,0.3934941537787865,0.06866315770734757,0.47179526607291594,
189,friedman2,0,LinearRegression,148.39552583141972,100.17768341624853,,,,,
190,friedman2,0,LinearRegression CVAP - 1,145.19659115776253,105.01415885813272,0.6043920147461285,0.5475032589638213,0.20961981134639357,0.955586134328745,
191,friedman2,0,LinearRegression CVAP - 10,160.3385802163703,103.6384360706796,0.3875409368286546,0.3880389818792309,0.11854778785835648,0.5650786596634213,
192,friedman2,0,Ridge,148.27189218878777,100.08525125317121,,,,,
193,friedman2,0,Ridge CVAP - 1,145.19801079252042,105.0177683399268,0.6043865451127782,0.5475032589638213,0.20961874958503737,0.955586134328745,
194,friedman2,0,Ridge CVAP - 10,160.33835073717862,103.64122565362592,0.3875267317361603,0.3880389818792309,0.11854168422436777,0.5650786596634213,
195,friedman2,0,Lasso,148.19499710486565,99.94165146523495,,,,,
196,friedman2,0,Lasso CVAP - 1,145.2738174881423,105.08062109807739,0.6050770820080055,0.5493282980762333,0.20981242318611537,0.9578576285837274,
197,friedman2,0,Lasso CVAP - 10,160.40895513532323,103.68905044942338,0.3888932284337847,0.38873950323822215,0.11964235261607396,0.5659766859886867,
198,friedman2,0,ElasticNet,160.62064440017502,109.99490681893872,,,,,
199,friedman2,0,ElasticNet CVAP - 1,144.84919508820553,104.92012098310606,0.6041525237880255,0.5491050364295907,0.21010636847716027,0.953919462764342,
200,friedman2,0,ElasticNet CVAP - 10,159.47908090344342,103.04379256880459,0.38686160050912244,0.38469338697901256,0.11940987319923858,0.5711593627780861,
201,friedman2,0,SVR(RBF),297.8777048574889,215.5443533564575,,,,,
202,friedman2,0,SVR(RBF) CVAP - 1,167.86287450062846,109.45297399983819,0.5723007151442626,0.594532695116075,0.15509787833033428,0.7659360005545586,
203,friedman2,0,SVR(RBF) CVAP - 10,165.13711096117513,102.33493206687328,0.3789266618712551,0.3909426462954712,0.11251269718096298,0.521576379789945,
204,friedman2,0,RandomForest,18.558535151007302,5.720984654393606,,,,,
205,friedman2,0,RandomForest CVAP - 1,130.08882563883532,112.96825657018621,0.6327977902284271,0.6063730916725243,0.20269900753125353,0.9408615893460444,
