,scenario,model,mean,std,count
50,friedman2,Lasso CVAP - 10,1.0548158679443937,0.025027868537315895,10
54,friedman2,RandomForest,1.069461318547673,0.03701875652849691,10
45,friedman2,GradientBoosting,1.0704793302352091,0.025260460808321963,10
75,friedman3,RandomForest,20.528367796837426,2.2949223463388253,10
66,friedman3,GradientBoosting,23.717399295397417,1.9802054022116962,10
69,friedman3,Lasso,138.60233388456058,7.918287589659245,10
78,friedman3,Ridge,138.62590855233307,7.8027108547117905,10
72,friedman3,LinearRegression,138.63126931084685,7.788217567338845,10
76,friedman3,RandomForest CVAP - 1,140.90112574263262,9.689099103631074,10
67,friedman3,GradientBoosting CVAP - 1,141.77642537817871,10.12292286134584,10
73,friedman3,LinearRegression CVAP - 1,152.15938093455674,11.866607425842034,10
79,friedman3,Ridge CVAP - 1,152.16002995008537,11.869951689474446,10
70,friedman3,Lasso CVAP - 1,152.19472622675192,11.889346797254268,10
64,friedman3,ElasticNet CVAP - 1,152.37107550273475,11.952836471446927,10
82,friedman3,SVR(RBF) CVAP - 1,171.4168089414652,13.307695685163324,10
77,friedman3,RandomForest CVAP - 10,172.61308728127784,15.868849381563024,10
68,friedman3,GradientBoosting CVAP - 10,172.93927619678612,15.74787263885222,10
63,friedman3,ElasticNet,180.89926515589812,16.226946511319362,10
80,friedman3,Ridge CVAP - 10,182.13614715987916,15.868220517606197,10
74,friedman3,LinearRegression CVAP - 10,182.1362222131092,15.867919033542808,10
71,friedman3,Lasso CVAP - 10,182.15618233281438,15.902391704202586,10
65,friedman3,ElasticNet CVAP - 10,182.22441348634325,16.03868290355618,10
83,friedman3,SVR(RBF) CVAP - 10,192.47693157437914,19.675653135672693,10
81,friedman3,SVR(RBF),342.40553760835166,28.431142179908896,10
93,heavy_tailed,LinearRegression,1.757952222972051,0.15493949181768163,10
99,heavy_tailed,Ridge,1.7580520847186094,0.15491760102991373,10
87,heavy_tailed,GradientBoosting,2.048504827786676,0.1915421973864473,10
102,heavy_tailed,SVR(RBF),2.131204845123622,0.24566119300939984,10
96,heavy_tailed,RandomForest,2.2117400159256486,0.26521620400252094,10
100,heavy_tailed,Ridge CVAP - 1,2.233369546472349,0.2688347130745229,10
94,heavy_tailed,LinearRegression CVAP - 1,2.2333866855703732,0.26879299303987436,10
103,heavy_tailed,SVR(RBF) CVAP - 1,2.3493039422017055,0.3161520657890541,10
88,heavy_tailed,GradientBoosting CVAP - 1,2.3775190535072737,0.2941527337267246,10
85,heavy_tailed,ElasticNet CVAP - 1,2.3904785980720504,0.29291307324200994,10
101,heavy_tailed,Ridge CVAP - 10,2.4545786529626925,0.3250928158544175,10
95,heavy_tailed,LinearRegression CVAP - 10,2.4546115504902546,0.3250878826305883,10
97,heavy_tailed,RandomForest CVAP - 1,2.474488914546523,0.34907395639336564,10
104,heavy_tailed,SVR(RBF) CVAP - 10,2.553028471661447,0.37171626478572023,10
89,heavy_tailed,GradientBoosting CVAP - 10,2.586804299836764,0.36044119011403025,10
86,heavy_tailed,ElasticNet CVAP - 10,2.5979594022389785,0.35396423276752903,10
98,heavy_tailed,RandomForest CVAP - 10,2.6763539913224514,0.40857289889762266,10
84,heavy_tailed,ElasticNet,2.72156631518645,0.3399593484498084,10
91,heavy_tailed,Lasso CVAP - 1,2.8501609429002848,0.35666253543807697,10
92,heavy_tailed,Lasso CVAP - 10,2.995075442923013,0.41267474109507724,10
90,heavy_tailed,Lasso,3.023639549909336,0.36841899691438995,10
120,heteroscedastic,Ridge,1.4365398246265797,0.06751305186724169,10
114,heteroscedastic,LinearRegression,1.4365991489389422,0.06767047333281108,10
108,heteroscedastic,GradientBoosting,1.7702712813462278,0.14866768966492042,10
123,heteroscedastic,SVR(RBF),1.9202144933910283,0.26605298020582446,10
117,heteroscedastic,RandomForest,1.9872713193139977,0.2286595888403648,10
115,heteroscedastic,LinearRegression CVAP - 1,2.0018731343316607,0.25776938827001017,10
121,heteroscedastic,Ridge CVAP - 1,2.0019086544937634,0.25781541929725205,10
109,heteroscedastic,GradientBoosting CVAP - 1,2.1617384844115213,0.30490381701425245,10
124,heteroscedastic,SVR(RBF) CVAP - 1,2.168242735720834,0.3210958184757247,10
106,heteroscedastic,ElasticNet CVAP - 1,2.169380556014876,0.28426072110353867,10
116,heteroscedastic,LinearRegression CVAP - 10,2.263816709765234,0.3292248012611852,10
122,heteroscedastic,Ridge CVAP - 10,2.2638248360338133,0.3292643679978641,10
118,heteroscedastic,RandomForest CVAP - 1,2.2749037030508794,0.30876829370337827,10
110,heteroscedastic,GradientBoosting CVAP - 10,2.401010711467096,0.3680178587037571,10
125,heteroscedastic,SVR(RBF) CVAP - 10,2.4053061695127966,0.3811831633222317,10
107,heteroscedastic,ElasticNet CVAP - 10,2.409370019053399,0.3532501299174182,10
119,heteroscedastic,RandomForest CVAP - 10,2.4995906109305546,0.3815494744608495,10
105,heteroscedastic,ElasticNet,2.536466471419206,0.27997989306048027,10
112,heteroscedastic,Lasso CVAP - 1,2.63954859888433,0.2705452045292224,10
113,heteroscedastic,Lasso CVAP - 10,2.809322642361579,0.337352856369339,10
111,heteroscedastic,Lasso,2.848537425609326,0.2216321948039083,10
141,linear_gaussian,Ridge,1.0063968690905907,0.051506247792479906,10
135,linear_gaussian,LinearRegression,1.0064715375353395,0.05165731305825232,10
129,linear_gaussian,GradientBoosting,1.432590119714774,0.16398159692351982,10
144,linear_gaussian,SVR(RBF),1.5892922161569485,0.28856687970629646,10
138,linear_gaussian,RandomForest,1.6952712058004085,0.24975457741513818,10
136,linear_gaussian,LinearRegression CVAP - 1,1.7287095509132726,0.2945569162887238,10
142,linear_gaussian,Ridge CVAP - 1,1.7287695427975163,0.29452854198228784,10
130,linear_gaussian,GradientBoosting CVAP - 1,1.9053692783124077,0.3209425576585764,10
145,linear_gaussian,SVR(RBF) CVAP - 1,1.9081185930888254,0.35463591741428785,10
127,linear_gaussian,ElasticNet CVAP - 1,1.9193104570298796,0.32426557214965124,10
143,linear_gaussian,Ridge CVAP - 10,2.005475252990732,0.3683039017657951,10
137,linear_gaussian,LinearRegression CVAP - 10,2.005498646844717,0.36832849174179866,10
139,linear_gaussian,RandomForest CVAP - 1,2.0335125166298704,0.34175898390129844,10
146,linear_gaussian,SVR(RBF) CVAP - 10,2.152830864628984,0.4127927922097775,10
131,linear_gaussian,GradientBoosting CVAP - 10,2.1558127668314238,0.3935001899429622,10
128,linear_gaussian,ElasticNet CVAP - 10,2.1730522121978333,0.39502812222068234,10
140,linear_gaussian,RandomForest CVAP - 10,2.2674391766855586,0.4139890983409792,10
126,linear_gaussian,ElasticNet,2.3143205490360943,0.30919655785455086,10
133,linear_gaussian,Lasso CVAP - 1,2.427810294284723,0.28242162528138587,10
134,linear_gaussian,Lasso CVAP - 10,2.6081082577773946,0.35898547303129696,10
132,linear_gaussian,Lasso,2.649985139164486,0.23647860411545452,10
162,nonlinear_sine,Ridge,1.5072867873357088,0.04748822821110412,10
156,nonlinear_sine,LinearRegression,1.5073407936520742,0.04742729436827057,10
150,nonlinear_sine,GradientBoosting,1.550245716521803,0.16095647046461922,10
165,nonlinear_sine,SVR(RBF),1.7900079301722887,0.29896755966288124,10
159,nonlinear_sine,RandomForest,1.8929474931745467,0.23843178708999163,10
151,nonlinear_sine,GradientBoosting CVAP - 1,2.058631836313551,0.34540603351781257,10
163,nonlinear_sine,Ridge CVAP - 1,2.0742072530489226,0.2821931758416401,10
157,nonlinear_sine,LinearRegression CVAP - 1,2.0743185761799,0.28225130744810706,10
166,nonlinear_sine,SVR(RBF) CVAP - 1,2.110678358883047,0.3749378758214194,10
148,nonlinear_sine,ElasticNet CVAP - 1,2.2196140621229103,0.2859287305438674,10
160,nonlinear_sine,RandomForest CVAP - 1,2.2221019484752462,0.3537933193090533,10
152,nonlinear_sine,GradientBoosting CVAP - 10,2.3310141935256303,0.4374374438283633,10
164,nonlinear_sine,Ridge CVAP - 10,2.3461395021330445,0.37982234776893287,10
158,nonlinear_sine,LinearRegression CVAP - 10,2.3462571201999247,0.37986629500524766,10
167,nonlinear_sine,SVR(RBF) CVAP - 10,2.3641476517354696,0.44535084409478354,10
149,nonlinear_sine,ElasticNet CVAP - 10,2.468361944705123,0.38513678193677015,10
161,nonlinear_sine,RandomForest CVAP - 10,2.4693005936984265,0.4486935614141892,10
147,nonlinear_sine,ElasticNet,2.61483275469363,0.3164904418060545,10
154,nonlinear_sine,Lasso CVAP - 1,2.6579028071580817,0.28022343335564953,10
155,nonlinear_sine,Lasso CVAP - 10,2.839925267388054,0.36751637835913653,10
153,nonlinear_sine,Lasso,2.917293386447213,0.2834989137153807,10
183,outliers,Ridge,1.4413760973208072,0.43658395314466186,10
177,outliers,LinearRegression,1.441516614895691,0.43648956879423206,10
171,outliers,GradientBoosting,1.8234417363124482,0.4508126522909325,10
186,outliers,SVR(RBF),1.831031913889359,0.4148265782468012,10
178,outliers,LinearRegression CVAP - 1,1.9883136168162612,0.38659495877205896,10
184,outliers,Ridge CVAP - 1,1.9884429500898768,0.3866858515123379,10
180,outliers,RandomForest,2.0144036533693717,0.37679797071687837,10
187,outliers,SVR(RBF) CVAP - 1,2.1059210619562876,0.4123256167170349,10
172,outliers,GradientBoosting CVAP - 1,2.1598312580839396,0.40854550817347135,10
169,outliers,ElasticNet CVAP - 1,2.1852131824815078,0.3845018429273067,10
179,outliers,LinearRegression CVAP - 10,2.223890413699193,0.3856715981080716,10
185,outliers,Ridge CVAP - 10,2.2239290423429714,0.3857448993813134,10
181,outliers,RandomForest CVAP - 1,2.264314217390207,0.40508821325361805,10
188,outliers,SVR(RBF) CVAP - 10,2.329242200885457,0.4141997606637155,10
173,outliers,GradientBoosting CVAP - 10,2.3762748997207925,0.41373209751554346,10
170,outliers,ElasticNet CVAP - 10,2.3970403333981243,0.3939591187664607,10
182,outliers,RandomForest CVAP - 10,2.467557732215836,0.4209657989997655,10
168,outliers,ElasticNet,2.527144819093311,0.3701093307802319,10
175,outliers,Lasso CVAP - 1,2.681323334479644,0.30875840095832013,10
176,outliers,Lasso CVAP - 10,2.8253590080434607,0.34023717678223053,10
174,outliers,Lasso,2.8656442701083353,0.2979655783771944,10
198,sparse_highdim,LinearRegression,0.9942831961380237,0.05812807382215903,10
204,sparse_highdim,Ridge,0.9943088780898565,0.058120341590203906,10
201,sparse_highdim,RandomForest,1.0328626282405848,0.0718391108322926,10
192,sparse_highdim,GradientBoosting,1.0370074346966995,0.06188865090818585,10
205,sparse_highdim,Ridge CVAP - 1,1.0675888448346096,0.11133237645351737,10
199,sparse_highdim,LinearRegression CVAP - 1,1.0676227424016258,0.11130924456544457,10
190,sparse_highdim,ElasticNet CVAP - 1,1.0827288098050465,0.09394672668954286,10
193,sparse_highdim,GradientBoosting CVAP - 1,1.0839149578809466,0.11952934568437526,10
202,sparse_highdim,RandomForest CVAP - 1,1.084010986334404,0.11880028517729041,10
207,sparse_highdim,SVR(RBF),1.0944150694366481,0.09662767518741044,10
206,sparse_highdim,Ridge CVAP - 10,1.11254473362238,0.1551122185411441,10
200,sparse_highdim,LinearRegression CVAP - 10,1.1126299637222417,0.15515345884217327,10
208,sparse_highdim,SVR(RBF) CVAP - 1,1.1136486198024094,0.13798592937117551,10
191,sparse_highdim,ElasticNet CVAP - 10,1.1259175707323605,0.13837062690425286,10
194,sparse_highdim,GradientBoosting CVAP - 10,1.1274394714406317,0.16185581429248638,10
203,sparse_highdim,RandomForest CVAP - 10,1.1276967912246456,0.1606418262950063,10
196,sparse_highdim,Lasso CVAP - 1,1.1335875724661666,0.12999241270104192,10
209,sparse_highdim,SVR(RBF) CVAP - 10,1.1507215978633545,0.176312981167603,10
197,sparse_highdim,Lasso CVAP - 10,1.1713798417883632,0.15455151638664447,10
189,sparse_highdim,ElasticNet,1.1741950938104389,0.17155793084443005,10
195,sparse_highdim,Lasso,1.2410507346788073,0.2155321344330003,10
