,scenario,model,mean,std,count
33,friedman1,RandomForest,1.4983351107943657,0.0201435368852871,10
34,friedman1,RandomForest CVAP - 1,1.6088142703691453,0.031199395019348028,10
35,friedman1,RandomForest CVAP - 10,1.629297113937471,0.031754108126436746,10
37,friedman1,Ridge CVAP - 1,2.6553502950272945,0.04025410620055242,10
31,friedman1,LinearRegression CVAP - 1,2.6553529877161757,0.040255200652101586,10
36,friedman1,Ridge,2.6593462184507026,0.028740149300018836,10
30,friedman1,LinearRegression,2.659356809060213,0.02873499291183213,10
38,friedman1,Ridge CVAP - 10,2.6625216383179384,0.041569733861746117,10
32,friedman1,LinearRegression CVAP - 10,2.6625231811744574,0.041568725062623636,10
22,friedman1,ElasticNet CVAP - 1,2.6723390599689685,0.04411999375592791,10
23,friedman1,ElasticNet CVAP - 10,2.6792501841689544,0.04537399127017776,10
28,friedman1,Lasso CVAP - 1,2.78784033227534,0.05350618672373315,10
29,friedman1,Lasso CVAP - 10,2.794437724140915,0.054291099006563946,10
27,friedman1,Lasso,3.2939769846320432,0.051376773687334405,10
21,friedman1,ElasticNet,3.334848588456386,0.04599153665358363,10
47,friedman2,GradientBoosting CVAP - 10,1.0053640983555683,0.017225925024934842,10
46,friedman2,GradientBoosting CVAP - 1,1.0055646760053218,0.017335230192019335,10
45,friedman2,GradientBoosting,1.0056699933158892,0.015033321297408288,10
62,friedman2,SVR(RBF) CVAP - 10,1.007487171821014,0.018036273460209667,10
61,friedman2,SVR(RBF) CVAP - 1,1.0077053967477803,0.01816957437055541,10
60,friedman2,SVR(RBF),1.0089213883550214,0.01779967886206116,10
53,friedman2,LinearRegression CVAP - 10,1.0093004531918675,0.01787941978363553,10
59,friedman2,Ridge CVAP - 10,1.0093007268697076,0.017879241836815985,10
52,friedman2,LinearRegression CVAP - 1,1.0093897804335605,0.017944077210062363,10
58,friedman2,Ridge CVAP - 1,1.0093901692106433,0.017943801373064852,10
56,friedman2,RandomForest CVAP - 10,1.017399553273229,0.017600645479962075,10
51,friedman2,LinearRegression,1.0174157176920233,0.01838011776864349,10
57,friedman2,Ridge,1.0174160599208464,0.01837991708538581,10
55,friedman2,RandomForest CVAP - 1,1.017612235285815,0.017635834142066185,10
54,friedman2,RandomForest,1.0403552597393049,0.018502851330587145,10
44,friedman2,ElasticNet CVAP - 10,1.048329389153412,0.017715089514706548,10
50,friedman2,Lasso CVAP - 10,1.048329389153412,0.017715089514706548,10
43,friedman2,ElasticNet CVAP - 1,1.0483299826118775,0.01771445248453116,10
49,friedman2,Lasso CVAP - 1,1.0483299826118775,0.01771445248453116,10
42,friedman2,ElasticNet,1.0483369353908885,0.01771225486637141,10
48,friedman2,Lasso,1.0483369353908885,0.01771225486637141,10
75,friedman3,RandomForest,5.713785738995229,0.18468920945029574,10
66,friedman3,GradientBoosting,15.214103210181705,0.5399911178852446,10
76,friedman3,RandomForest CVAP - 1,47.28677243621565,1.1039849838717168,10
67,friedman3,GradientBoosting CVAP - 1,48.790892333081544,0.9134135398590553,10
77,friedman3,RandomForest CVAP - 10,49.344785106715406,1.3623378933967911,10
68,friedman3,GradientBoosting CVAP - 10,50.80619234717669,1.1734235423898167,10
64,friedman3,ElasticNet CVAP - 1,82.34427256637242,2.3497787647296047,10
70,friedman3,Lasso CVAP - 1,82.39380125149486,2.322211854040573,10
79,friedman3,Ridge CVAP - 1,82.43589136050102,2.291900391281918,10
73,friedman3,LinearRegression CVAP - 1,82.43607823168148,2.291983302391387,10
65,friedman3,ElasticNet CVAP - 10,83.65577315529455,2.2639702276158675,10
71,friedman3,Lasso CVAP - 10,83.7079793286486,2.230859127727096,10
80,friedman3,Ridge CVAP - 10,83.75110889848645,2.1979758787374544,10
74,friedman3,LinearRegression CVAP - 10,83.7512595652501,2.1979721135426775,10
82,friedman3,SVR(RBF) CVAP - 1,103.67234962280024,3.463357519569685,10
83,friedman3,SVR(RBF) CVAP - 10,103.81462006181964,3.754002982111509,10
72,friedman3,LinearRegression,136.8492602703305,2.2965179456574973,10
78,friedman3,Ridge,136.84940088214952,2.296434102163292,10
69,friedman3,Lasso,136.87114044871922,2.3034906009011586,10
81,friedman3,SVR(RBF),138.89260285583825,5.68126607425931,10
63,friedman3,ElasticNet,180.6660558610582,3.2790546308038397,10
93,heavy_tailed,LinearRegression,1.6836265768038667,0.12856669441463958,10
99,heavy_tailed,Ridge,1.6836295982590552,0.12856832620747916,10
94,heavy_tailed,LinearRegression CVAP - 1,1.7271796701691258,0.13691170935187738,10
100,heavy_tailed,Ridge CVAP - 1,1.727180202294047,0.13691119683116557,10
102,heavy_tailed,SVR(RBF),1.73566431813192,0.13228276537638242,10
95,heavy_tailed,LinearRegression CVAP - 10,1.7442880556984044,0.13958248638777238,10
101,heavy_tailed,Ridge CVAP - 10,1.744290079982051,0.13958131314318978,10
87,heavy_tailed,GradientBoosting,1.762429375806958,0.145189819056288,10
103,heavy_tailed,SVR(RBF) CVAP - 1,1.7714908551876625,0.13945917968256266,10
104,heavy_tailed,SVR(RBF) CVAP - 10,1.7875048525512416,0.14323767697894307,10
88,heavy_tailed,GradientBoosting CVAP - 1,1.7919086403032456,0.15381343758060728,10
89,heavy_tailed,GradientBoosting CVAP - 10,1.8074459311296542,0.1568991232939441,10
96,heavy_tailed,RandomForest,1.8254387771426017,0.1520863431792544,10
97,heavy_tailed,RandomForest CVAP - 1,1.8554943073420365,0.16030892074355013,10
98,heavy_tailed,RandomForest CVAP - 10,1.8697572734919643,0.16490923751645478,10
85,heavy_tailed,ElasticNet CVAP - 1,1.9274404143250083,0.1523243346132363,10
86,heavy_tailed,ElasticNet CVAP - 10,1.9410845058634494,0.15578138788363485,10
91,heavy_tailed,Lasso CVAP - 1,2.2290966267003225,0.21101285431865305,10
92,heavy_tailed,Lasso CVAP - 10,2.238417214531819,0.21509809313367892,10
84,heavy_tailed,ElasticNet,2.395184746629799,0.2947851824039717,10
90,heavy_tailed,Lasso,2.593709011318472,0.3078109505403824,10
120,heteroscedastic,Ridge,1.431186086876358,0.029978911457002145,10
114,heteroscedastic,LinearRegression,1.4311944304032627,0.029974623508661504,10
115,heteroscedastic,LinearRegression CVAP - 1,1.481713182218098,0.031860786102671707,10
121,heteroscedastic,Ridge CVAP - 1,1.48171422384619,0.03185904707608953,10
116,heteroscedastic,LinearRegression CVAP - 10,1.4993830409647364,0.0370307598402284,10
122,heteroscedastic,Ridge CVAP - 10,1.4993838007703428,0.03702878824219397,10
123,heteroscedastic,SVR(RBF),1.501248090827864,0.02750528059231625,10
108,heteroscedastic,GradientBoosting,1.5161645260051155,0.03888317013901428,10
124,heteroscedastic,SVR(RBF) CVAP - 1,1.5380121785667165,0.0429958907203279,10
109,heteroscedastic,GradientBoosting CVAP - 1,1.5479396870321553,0.054146544740436106,10
125,heteroscedastic,SVR(RBF) CVAP - 10,1.5540152089579098,0.049881371121484844,10
110,heteroscedastic,GradientBoosting CVAP - 10,1.5642191313418254,0.060530355923525486,10
117,heteroscedastic,RandomForest,1.5888295021476981,0.06894012731621912,10
118,heteroscedastic,RandomForest CVAP - 1,1.6249178160101518,0.08130438835442652,10
119,heteroscedastic,RandomForest CVAP - 10,1.6399062240695153,0.08669033737639154,10
106,heteroscedastic,ElasticNet CVAP - 1,1.707299779192736,0.08505781273655376,10
107,heteroscedastic,ElasticNet CVAP - 10,1.7213914997559947,0.08959905602729512,10
112,heteroscedastic,Lasso CVAP - 1,2.0507297164586666,0.20933134518447186,10
113,heteroscedastic,Lasso CVAP - 10,2.060114711190177,0.21060952952383272,10
105,heteroscedastic,ElasticNet,2.2214762165003834,0.24304184452340546,10
111,heteroscedastic,Lasso,2.4423021251878545,0.26532397442787947,10
141,linear_gaussian,Ridge,0.9963045678230728,0.011774335328994271,10
135,linear_gaussian,LinearRegression,0.9963126791631953,0.011770357453385229,10
142,linear_gaussian,Ridge CVAP - 1,1.0792815320169828,0.038871139451643395,10
136,linear_gaussian,LinearRegression CVAP - 1,1.0792821599701123,0.03887459946948562,10
144,linear_gaussian,SVR(RBF),1.08157242668416,0.03196738101643881,10
137,linear_gaussian,LinearRegression CVAP - 10,1.0993932589323854,0.047563746882065,10
143,linear_gaussian,Ridge CVAP - 10,1.0993939872992162,0.04756267938564704,10
129,linear_gaussian,GradientBoosting,1.1025353959221105,0.05827886870504558,10
145,linear_gaussian,SVR(RBF) CVAP - 1,1.1426748700923026,0.05805310635283071,10
130,linear_gaussian,GradientBoosting CVAP - 1,1.1567626073554589,0.07691437518162718,10
146,linear_gaussian,SVR(RBF) CVAP - 10,1.1615937311127675,0.0660189540932522,10
131,linear_gaussian,GradientBoosting CVAP - 10,1.1756049869005465,0.08473301348548289,10
138,linear_gaussian,RandomForest,1.2007641873660204,0.11365568125620694,10
139,linear_gaussian,RandomForest CVAP - 1,1.2488646446245422,0.12921941859255667,10
140,linear_gaussian,RandomForest CVAP - 10,1.2661854877255994,0.13530339660499707,10
127,linear_gaussian,ElasticNet CVAP - 1,1.3682559467006663,0.10703228404881054,10
128,linear_gaussian,ElasticNet CVAP - 10,1.383623210966215,0.11196354100302447,10
133,linear_gaussian,Lasso CVAP - 1,1.7706645860596275,0.241703767958099,10
134,linear_gaussian,Lasso CVAP - 10,1.7807526429794476,0.2436485075061812,10
126,linear_gaussian,ElasticNet,1.9705974246318245,0.28269535776769167,10
132,linear_gaussian,Lasso,2.2161916573595306,0.30138067960399434,10
150,nonlinear_sine,GradientBoosting,1.189419526469595,0.08144074753867062,10
165,nonlinear_sine,SVR(RBF),1.1899793026502223,0.043375730744045125,10
151,nonlinear_sine,GradientBoosting CVAP - 1,1.241988007092863,0.09118583417545756,10
152,nonlinear_sine,GradientBoosting CVAP - 10,1.264016140371863,0.09682983004549432,10
166,nonlinear_sine,SVR(RBF) CVAP - 1,1.2679887025621521,0.07097676842042736,10
167,nonlinear_sine,SVR(RBF) CVAP - 10,1.2893900194311936,0.07679765981723022,10
159,nonlinear_sine,RandomForest,1.3763882566232688,0.14233098365440727,10
160,nonlinear_sine,RandomForest CVAP - 1,1.434761080778752,0.1582146562942867,10
161,nonlinear_sine,RandomForest CVAP - 10,1.4529130247649291,0.1618036401330525,10
162,nonlinear_sine,Ridge,1.4859957501288423,0.026191572758866563,10
156,nonlinear_sine,LinearRegression,1.4859998301364956,0.026189368885965302,10
163,nonlinear_sine,Ridge CVAP - 1,1.5306610349972662,0.05058857420326465,10
157,nonlinear_sine,LinearRegression CVAP - 1,1.5306646687222225,0.050587528875066366,10
164,nonlinear_sine,Ridge CVAP - 10,1.547377141054124,0.05630698039595486,10
158,nonlinear_sine,LinearRegression CVAP - 10,1.547380465417146,0.05630623715955392,10
148,nonlinear_sine,ElasticNet CVAP - 1,1.7375686906214487,0.09772874230090271,10
149,nonlinear_sine,ElasticNet CVAP - 10,1.7518144575936911,0.10274552388514425,10
154,nonlinear_sine,Lasso CVAP - 1,2.0916420422606814,0.20372065184539354,10
155,nonlinear_sine,Lasso CVAP - 10,2.102029960027493,0.20334995602997405,10
147,nonlinear_sine,ElasticNet,2.3630641866508517,0.24770251590689574,10
153,nonlinear_sine,Lasso,2.5645660246965485,0.22368694278620974,10
177,outliers,LinearRegression,1.432308922311644,0.14330838073367738,10
183,outliers,Ridge,1.432311369463772,0.14331268787427046,10
178,outliers,LinearRegression CVAP - 1,1.4867708018539711,0.1450150116405347,10
184,outliers,Ridge CVAP - 1,1.4867723035162874,0.14501485071556983,10
186,outliers,SVR(RBF),1.496215872447784,0.14768484663552095,10
179,outliers,LinearRegression CVAP - 10,1.5059620830858733,0.14638699009132194,10
185,outliers,Ridge CVAP - 10,1.505962943181335,0.1463895038080818,10
171,outliers,GradientBoosting,1.5302547241040192,0.13978541304588976,10
187,outliers,SVR(RBF) CVAP - 1,1.5385066865734478,0.14974164444723348,10
188,outliers,SVR(RBF) CVAP - 10,1.5555890070073781,0.15280570225702803,10
172,outliers,GradientBoosting CVAP - 1,1.56433220561275,0.1502620270168035,10
173,outliers,GradientBoosting CVAP - 10,1.5813769013416832,0.15385566514036786,10
180,outliers,RandomForest,1.604305441045631,0.14284110864205887,10
181,outliers,RandomForest CVAP - 1,1.6388201979474875,0.15196552790609152,10
182,outliers,RandomForest CVAP - 10,1.6537580848561575,0.15821786467354448,10
169,outliers,ElasticNet CVAP - 1,1.7087133043391671,0.13655365716931833,10
170,outliers,ElasticNet CVAP - 10,1.723975114619322,0.14117508199144208,10
175,outliers,Lasso CVAP - 1,2.034860772672004,0.21799803839651552,10
176,outliers,Lasso CVAP - 10,2.045023704391697,0.22222165670584787,10
168,outliers,ElasticNet,2.224374309340041,0.2807182633234411,10
174,outliers,Lasso,2.434336800062716,0.27945177729435444,10
198,sparse_highdim,LinearRegression,1.0034329730787066,0.01222372204297493,10
204,sparse_highdim,Ridge,1.0034340847241308,0.01222566895555201,10
192,sparse_highdim,GradientBoosting,1.0087983311603241,0.01424907595729345,10
205,sparse_highdim,Ridge CVAP - 1,1.0116676291519628,0.01965066713386783,10
199,sparse_highdim,LinearRegression CVAP - 1,1.0116677577976445,0.019650616074790198,10
206,sparse_highdim,Ridge CVAP - 10,1.0137802103774913,0.022632793798727208,10
200,sparse_highdim,LinearRegression CVAP - 10,1.013780807151573,0.022633523035506826,10
193,sparse_highdim,GradientBoosting CVAP - 1,1.0151092670354314,0.020910779171147423,10
194,sparse_highdim,GradientBoosting CVAP - 10,1.017184860756355,0.02396577251577593,10
201,sparse_highdim,RandomForest,1.0235970228493447,0.0148765969408441,10
196,sparse_highdim,Lasso CVAP - 1,1.0253928865957271,0.025701615048410602,10
202,sparse_highdim,RandomForest CVAP - 1,1.0255978843331204,0.028484368498418077,10
190,sparse_highdim,ElasticNet CVAP - 1,1.025663793298298,0.025898380433800588,10
197,sparse_highdim,Lasso CVAP - 10,1.0275702842441237,0.02655814093482475,10
203,sparse_highdim,RandomForest CVAP - 10,1.0276563297874852,0.031665700312101586,10
191,sparse_highdim,ElasticNet CVAP - 10,1.027878530545596,0.02683573226006509,10
208,sparse_highdim,SVR(RBF) CVAP - 1,1.0312568712236883,0.03448350186769082,10
209,sparse_highdim,SVR(RBF) CVAP - 10,1.0328541359690824,0.03742999943648425,10
207,sparse_highdim,SVR(RBF),1.0357155406651744,0.019949335846311252,10
189,sparse_highdim,ElasticNet,1.1184792245015454,0.15804667610825296,10
195,sparse_highdim,Lasso,1.1476295689853335,0.20430549218789684,10
