,scenario,model,mean,std,count
126,linear_gaussian,ElasticNet,3.4284215745605047,0.1280473128456483,10
132,linear_gaussian,Lasso,3.574007661451892,0.13975348828334538,10
150,nonlinear_sine,GradientBoosting,3.066183317805125,0.05210843690666045,10
151,nonlinear_sine,GradientBoosting CVAP - 1,3.0839854729074387,0.047234458595199966,10
152,nonlinear_sine,GradientBoosting CVAP - 10,3.093024525213978,0.048756468566139154,10
165,nonlinear_sine,SVR(RBF),3.1168355217437504,0.039083230582733754,10
166,nonlinear_sine,SVR(RBF) CVAP - 1,3.1381389608523493,0.04353466371856989,10
167,nonlinear_sine,SVR(RBF) CVAP - 10,3.145356710837648,0.04648159612799033,10
159,nonlinear_sine,RandomForest,3.16012574016212,0.05801065721198921,10
160,nonlinear_sine,RandomForest CVAP - 1,3.1816383267110906,0.06612896964483474,10
162,nonlinear_sine,Ridge,3.1866029350477083,0.04133186923318778,10
156,nonlinear_sine,LinearRegression,3.186610527676761,0.04132514578718536,10
161,nonlinear_sine,RandomForest CVAP - 10,3.189145610846362,0.06828782105099027,10
163,nonlinear_sine,Ridge CVAP - 1,3.1964173385234615,0.045672065735920656,10
157,nonlinear_sine,LinearRegression CVAP - 1,3.1964183193691103,0.04567394644759462,10
164,nonlinear_sine,Ridge CVAP - 10,3.2040799175683516,0.048058847499619126,10
158,nonlinear_sine,LinearRegression CVAP - 10,3.2040802501195493,0.04806192101808147,10
148,nonlinear_sine,ElasticNet CVAP - 1,3.30161449878963,0.04381939580230105,10
149,nonlinear_sine,ElasticNet CVAP - 10,3.308249408162793,0.04666789501524949,10
154,nonlinear_sine,Lasso CVAP - 1,3.5059013548416127,0.09619272191547905,10
155,nonlinear_sine,Lasso CVAP - 10,3.5107440358871864,0.09527387352724606,10
147,nonlinear_sine,ElasticNet,3.6655809438382043,0.13793741123306902,10
153,nonlinear_sine,Lasso,3.7961127268920962,0.11536827734134517,10
177,outliers,LinearRegression,4.2969267669349325,0.42992514220103195,10
183,outliers,Ridge,4.29692870402612,0.4299294862852416,10
185,outliers,Ridge CVAP - 10,4.317823188176364,0.43062830612967634,10
179,outliers,LinearRegression CVAP - 10,4.317825291609618,0.4306263976528499,10
184,outliers,Ridge CVAP - 1,4.320195124404075,0.42988639373093285,10
178,outliers,LinearRegression CVAP - 1,4.3201973139985546,0.4298871383949869,10
186,outliers,SVR(RBF),4.355918350961307,0.43541049619580313,10
188,outliers,SVR(RBF) CVAP - 10,4.369852978727576,0.43633393976802615,10
187,outliers,SVR(RBF) CVAP - 1,4.377364071167002,0.4336906299200687,10
173,outliers,GradientBoosting CVAP - 10,4.389903322587033,0.4320567232683633,10
170,outliers,ElasticNet CVAP - 10,4.39901980065227,0.41089324100918234,10
169,outliers,ElasticNet CVAP - 1,4.404864330172723,0.41013064352394824,10
172,outliers,GradientBoosting CVAP - 1,4.40605716456176,0.4300750908592553,10
171,outliers,GradientBoosting,4.40681881739516,0.4159728314447863,10
182,outliers,RandomForest CVAP - 10,4.441903149608448,0.425110775709089,10
181,outliers,RandomForest CVAP - 1,4.45382071288635,0.4190907233194293,10
180,outliers,RandomForest,4.486317526192015,0.4184743379671026,10
176,outliers,Lasso CVAP - 10,4.535723967134032,0.4209316507178091,10
175,outliers,Lasso CVAP - 1,4.545539496964065,0.4135288681848291,10
168,outliers,ElasticNet,4.630377483047159,0.4336610807759743,10
174,outliers,Lasso,4.733597570590936,0.4234029613460109,10
198,sparse_highdim,LinearRegression,3.01029891923612,0.03667116612892481,10
204,sparse_highdim,Ridge,3.010299741526147,0.03667312196159881,10
200,sparse_highdim,LinearRegression CVAP - 10,3.013950702573706,0.038680630457071215,10
206,sparse_highdim,Ridge CVAP - 10,3.0139533003441983,0.03867817038742773,10
199,sparse_highdim,LinearRegression CVAP - 1,3.0139565096218885,0.037776075621373376,10
205,sparse_highdim,Ridge CVAP - 1,3.0139566952880994,0.03777516993257875,10
196,sparse_highdim,Lasso CVAP - 1,3.0155228080995133,0.040644969917597314,10
190,sparse_highdim,ElasticNet CVAP - 1,3.0155760328130308,0.04073589809587491,10
197,sparse_highdim,Lasso CVAP - 10,3.016440836855595,0.04124931511244187,10
191,sparse_highdim,ElasticNet CVAP - 10,3.0165097010698263,0.041356709779729925,10
194,sparse_highdim,GradientBoosting CVAP - 10,3.0200010156085284,0.042770970327423975,10
193,sparse_highdim,GradientBoosting CVAP - 1,3.0202643789434824,0.04209788467527478,10
192,sparse_highdim,GradientBoosting,3.0246542333837696,0.04289191444577371,10
209,sparse_highdim,SVR(RBF) CVAP - 10,3.034877241506063,0.054646349747107546,10
208,sparse_highdim,SVR(RBF) CVAP - 1,3.0357999539285343,0.05390928445939626,10
203,sparse_highdim,RandomForest CVAP - 10,3.0384917946427366,0.05420409955207429,10
202,sparse_highdim,RandomForest CVAP - 1,3.0387303220716615,0.05297957789956517,10
207,sparse_highdim,SVR(RBF),3.0548286430745932,0.044333408856219045,10
189,sparse_highdim,ElasticNet,3.0564161503787313,0.08318296895177002,10
201,sparse_highdim,RandomForest,3.0597633801877637,0.04527406276026997,10
195,sparse_highdim,Lasso,3.070381679865963,0.10833060982149449,10
