,scenario,model,mean,std,count
118,heteroscedastic,RandomForest CVAP - 1,4.695348621950856,0.2316827457709892,10
107,heteroscedastic,ElasticNet CVAP - 10,4.701896503229182,0.27865634794048766,10
125,heteroscedastic,SVR(RBF) CVAP - 10,4.753814536037002,0.3059767928718714,10
105,heteroscedastic,ElasticNet,4.773297939342103,0.2289135191302489,10
110,heteroscedastic,GradientBoosting CVAP - 10,4.795529559051014,0.28143944338638727,10
119,heteroscedastic,RandomForest CVAP - 10,4.8065876714858575,0.2691461135444753,10
112,heteroscedastic,Lasso CVAP - 1,4.813430966068448,0.2759944538440439,10
113,heteroscedastic,Lasso CVAP - 10,4.907862806614106,0.29412552883260457,10
111,heteroscedastic,Lasso,4.939484692864234,0.2231409283707355,10
141,linear_gaussian,Ridge,3.0192989806954986,0.15480852340118306,10
135,linear_gaussian,LinearRegression,3.0194146126060177,0.15497193917475702,10
142,linear_gaussian,Ridge CVAP - 1,3.263399582624956,0.2134612564650292,10
136,linear_gaussian,LinearRegression CVAP - 1,3.263416436141373,0.21339155110525865,10
129,linear_gaussian,GradientBoosting,3.2984910241181162,0.11626579538337645,10
144,linear_gaussian,SVR(RBF),3.354422862326613,0.26886373932043267,10
127,linear_gaussian,ElasticNet CVAP - 1,3.3759493958004727,0.21355092845280113,10
138,linear_gaussian,RandomForest,3.377674233618779,0.15705005779781783,10
145,linear_gaussian,SVR(RBF) CVAP - 1,3.4406623411723465,0.28148938656281347,10
130,linear_gaussian,GradientBoosting CVAP - 1,3.4571217489816433,0.1984705781844941,10
137,linear_gaussian,LinearRegression CVAP - 10,3.4582811152748087,0.2829247928872874,10
143,linear_gaussian,Ridge CVAP - 10,3.4583544541273943,0.28279793061580655,10
139,linear_gaussian,RandomForest CVAP - 1,3.5141099676025016,0.23766474429149598,10
128,linear_gaussian,ElasticNet CVAP - 10,3.5522142490008384,0.28470181014510193,10
146,linear_gaussian,SVR(RBF) CVAP - 10,3.6053970970042264,0.3299003937782403,10
131,linear_gaussian,GradientBoosting CVAP - 10,3.6170970982954245,0.2706280369250277,10
126,linear_gaussian,ElasticNet,3.6512316555276287,0.2307715840333626,10
140,linear_gaussian,RandomForest CVAP - 10,3.662850188840788,0.3021063975760582,10
133,linear_gaussian,Lasso CVAP - 1,3.686561189683134,0.1984551964866374,10
134,linear_gaussian,Lasso CVAP - 10,3.8149298916767678,0.2660557898150576,10
132,linear_gaussian,Lasso,3.8612826321298166,0.19239433877541312,10
162,nonlinear_sine,Ridge,3.2323002046943197,0.14234811255803823,10
156,nonlinear_sine,LinearRegression,3.2324167423769055,0.1423611464533305,10
150,nonlinear_sine,GradientBoosting,3.3250459433286026,0.10773878038279847,10
159,nonlinear_sine,RandomForest,3.465377486686399,0.16211462636061275,10
165,nonlinear_sine,SVR(RBF),3.466639716454872,0.28706870415964486,10
157,nonlinear_sine,LinearRegression CVAP - 1,3.482341836221937,0.21947348543908993,10
163,nonlinear_sine,Ridge CVAP - 1,3.4823886788560756,0.2195830744296351,10
151,nonlinear_sine,GradientBoosting CVAP - 1,3.5414744864465284,0.23193399848750326,10
166,nonlinear_sine,SVR(RBF) CVAP - 1,3.5679119819959757,0.29679399445127824,10
148,nonlinear_sine,ElasticNet CVAP - 1,3.58119401756407,0.21339484251080354,10
160,nonlinear_sine,RandomForest CVAP - 1,3.611314643935856,0.23852964378250677,10
164,nonlinear_sine,Ridge CVAP - 10,3.682544687986039,0.32060539875809024,10
158,nonlinear_sine,LinearRegression CVAP - 10,3.6825935371231884,0.32057444105979566,10
152,nonlinear_sine,GradientBoosting CVAP - 10,3.7296273221542044,0.335167942497541,10
167,nonlinear_sine,SVR(RBF) CVAP - 10,3.7498806571483896,0.37452307894043335,10
149,nonlinear_sine,ElasticNet CVAP - 10,3.7632769722280357,0.31201552079931194,10
161,nonlinear_sine,RandomForest CVAP - 10,3.787124601291917,0.3409637329016382,10
147,nonlinear_sine,ElasticNet,3.858324632997096,0.27361118820628877,10
154,nonlinear_sine,Lasso CVAP - 1,3.8610429741855987,0.22721429934829382,10
155,nonlinear_sine,Lasso CVAP - 10,3.9976328252406548,0.3011669116314363,10
153,nonlinear_sine,Lasso,4.058488896425283,0.2568034739364331,10
183,outliers,Ridge,4.324350155091674,1.3095589045619696,10
177,outliers,LinearRegression,4.324549844687073,1.309468706382696,10
178,outliers,LinearRegression CVAP - 1,4.463879408105983,1.2927370840842562,10
184,outliers,Ridge CVAP - 1,4.463930226239095,1.2928089398610545,10
186,outliers,SVR(RBF),4.4993337037876735,1.3138558994081946,10
187,outliers,SVR(RBF) CVAP - 1,4.563045016130774,1.3015403510788912,10
169,outliers,ElasticNet CVAP - 1,4.569689172664549,1.2767186503262575,10
185,outliers,Ridge CVAP - 10,4.609051839451574,1.2533068292855216,10
179,outliers,LinearRegression CVAP - 10,4.609059071223183,1.2532409029884193,10
172,outliers,GradientBoosting CVAP - 1,4.6407637514875075,1.2845817258811547,10
188,outliers,SVR(RBF) CVAP - 10,4.687249037425536,1.2647351292611952,10
170,outliers,ElasticNet CVAP - 10,4.69769603003751,1.246389070278055,10
181,outliers,RandomForest CVAP - 1,4.704290381626364,1.2951464137688287,10
180,outliers,RandomForest,4.721381663265078,1.3304824808154108,10
171,outliers,GradientBoosting,4.737338472824488,1.3014332284735115,10
173,outliers,GradientBoosting CVAP - 10,4.753781330449523,1.2434431950187708,10
168,outliers,ElasticNet,4.7623625391489375,1.2445093778649665,10
182,outliers,RandomForest CVAP - 10,4.806964062862057,1.2545026762240985,10
175,outliers,Lasso CVAP - 1,4.839043278525283,1.1861417189801855,10
176,outliers,Lasso CVAP - 10,4.921930203197219,1.1698761700397802,10
174,outliers,Lasso,4.954824485760771,1.1796534177471483,10
190,sparse_highdim,ElasticNet CVAP - 1,2.9711468513082044,0.16934909658907904,10
204,sparse_highdim,Ridge,2.9828258681458277,0.1743670684834363,10
198,sparse_highdim,LinearRegression,2.982849588414071,0.1743842214664769,10
191,sparse_highdim,ElasticNet CVAP - 10,2.9934600981401536,0.17763393606470662,10
205,sparse_highdim,Ridge CVAP - 1,3.0020788958818647,0.1767671240030285,10
199,sparse_highdim,LinearRegression CVAP - 1,3.0020800360562956,0.17677278949576236,10
196,sparse_highdim,Lasso CVAP - 1,3.0056860825071334,0.1708547412410568,10
206,sparse_highdim,Ridge CVAP - 10,3.014326174065774,0.18528215082128974,10
200,sparse_highdim,LinearRegression CVAP - 10,3.014347812763643,0.18525754778117745,10
202,sparse_highdim,RandomForest CVAP - 1,3.02164196464915,0.18887773188082393,10
193,sparse_highdim,GradientBoosting CVAP - 1,3.0220876946877664,0.1874160430282021,10
197,sparse_highdim,Lasso CVAP - 10,3.024941692910987,0.17484080407545827,10
189,sparse_highdim,ElasticNet,3.0295814182137764,0.19096066245036225,10
194,sparse_highdim,GradientBoosting CVAP - 10,3.0337210061507935,0.19693403766584272,10
203,sparse_highdim,RandomForest CVAP - 10,3.034457157547192,0.20099100486086677,10
208,sparse_highdim,SVR(RBF) CVAP - 1,3.046685703414261,0.19444990229913967,10
209,sparse_highdim,SVR(RBF) CVAP - 10,3.052247168101167,0.2050537301578831,10
201,sparse_highdim,RandomForest,3.06037513661365,0.18883714837242951,10
207,sparse_highdim,SVR(RBF),3.063501008684155,0.1880475216709438,10
195,sparse_highdim,Lasso,3.06445379488953,0.21174670649135657,10
192,sparse_highdim,GradientBoosting,3.1043957040088452,0.16604107975085308,10
